2021951998	30-50w
2018137433	15w
3000599859	30-50w
3000591183	15w
2022330260	5w
2001483951	300w
3000571100	15w
2017001837	15w
2023954781	15w
3000702871	30-50w
1000474957	15w
2023259362	30-50w
2005662450	15w
3000503795	15w
3000104452	30-50w
2021867383	30-50w
2023509078	15w
2016564227	15w
3000380631	100w
2009226095	5w
2021375565	15w
1000221472	30-50w
2013314123	30-50w
3000593339	15w
2003653951	15w
2023098847	30-50w
3000651240	30-50w
3000650392	15w
3000709010	15w
3000596412	100w
2020370032	100w
3000717657	15w
2022739402	300w
3000580202	30-50w
2022226513	30-50w
2019619329	15w
2007133508	30-50w
3000649936	30-50w
2022708848	30-50w
2003462784	30-50w
2020368897	15w
3000647701	15w
3000657303	15w
2018303417	15w
3000634775	15w
3000367586	15w
3000399528	15w
2023478189	30-50w
2003708942	15w
3000457133	15w
3000457828	30-50w
2019374494	15w
2022922830	100w
2021668181	200w
2022382632	15w
2023315736	15w
2022030834	15w
2023530333	5w
2020657705	15w
1000103255	1-10w
2023119422	15w
2022487459	15w
1000486258	30-50w
2017497648	30-50w
2020362115	15w
2021743723	15w
2016889597	5w
2023075924	15w
2002818283	30-50w
2019424000	15w
2023579021	30-50w
2003865140	1-10w
3000264321	15w
2000687433	15w
3000448619	15w
2001297910	15w
2011745900	30-50w
2022540038	15w
3000444976	30-50w
2000179052	15w
2019153779	100w
2008832499	30-50w
2017016725	15w
3000326603	15w
2024481033	100w
2021963561	15w
2009131483	300w
2019405827	15w
3000508588	30-50w
2021752213	15w
3000617104	100w
2022266770	5w
2023789959	5w
3000680621	30-50w
1000317039	15w
3000680663	15w
3000651745	30-50w
3000659365	15w
2020845697	30-50w
3000490315	15w
2019030637	30-50w
2001826670	15w
2023375503	100w
2003485384	15w
1000238907	300w
3000620689	15w
3000703202	30-50w
2022207769	15w
2007759258	15w
3000675947	200w
2022880122	15w
3000360441	15w
2009510585	15w
3000675780	30-50w
1000087012	30-50w
2008596704	15w
2007275541	15w
1000324502	15w
1000254544	15w
2007452989	30-50w
3000047366	30-50w
2021409952	100w
2023795478	15w
2012088632	15w
3000608075	15w
2005772077	15w
2016674497	1-10w
3000672333	15w
3000610237	15w
3000533048	15w
2020872729	15w
2004635136	30-50w
2017853992	30-50w
3000626622	30-50w
2021624023	15w
2022620464	15w
3000628246	100w
3000268201	15w
2024200581	15w
3000627527	30-50w
3000667830	30-50w
2019907581	15w
1000533242	100w
2003626871	15w
3000047315	15w
3000689037	15w
2021467001	15w
3000614721	15w
2014556971	15w
3000636174	15w
3000597292	15w
3000601490	15w
3000678084	30-50w
3000626378	100w
3000627635	30-50w
2020006049	100w
3000595890	15w
3000661447	30-50w
2019421985	15w
2024484839	30-50w
3000667488	15w
3000624106	100w
3000686378	100w
3000677643	15w
2000169608	30-50w
2022046873	30-50w
1000381277	30-50w
2020275012	30-50w
2022247716	30-50w
2000979427	15w
3000639391	300w
3000527107	30-50w
2023211431	15w
3000463661	15w
3000672422	100w
3000626114	15w
3000606113	15w
3000460429	15w
3000671007	200w
2003307791	30-50w
3000614774	30-50w
3000596281	15w
2000492331	30-50w
1000378843	15w
2009049470	100w
2013284136	15w
2021523176	5w
3000682420	30-50w
1000505448	5w
2018163443	15w
2022292336	15w
2017674271	15w
3000652189	15w
2023413260	30-50w
2016112648	100w
1000507050	30-50w
2020930970	15w
2020668372	15w
3000512433	15w
2009982224	30-50w
2020171504	200w
2021457851	15w
2010535382	15w
3000684911	30-50w
1000142193	15w
2019904259	5w
2013272214	30-50w
3000656525	15w
3000502227	15w
2019907505	20w
3000106452	100w
2019740619	200w
3000588549	100w
3000284595	30-50w
2021089866	1-10w
2018176697	15w
2021955754	1-10w
1000294525	15w
2021070093	30-50w
3000667706	15w
1000487222	15w
3000661031	30-50w
2014261755	30-50w
2010635339	200w
2012215540	200w
2023760057	30-50w
3000624902	15w
2020492546	30-50w
2011502647	30-50w
3000481403	15w
3000600034	15w
3000672913	15w
3000624129	15w
3000617560	30-50w
2007407127	15w
3000652104	30-50w
3000591147	15w
2008731199	200w
3000665877	15w
1000373915	15w
3000615037	15w
3000652118	30-50w
3000587672	15w
3000687357	15w
2023555519	30-50w
2023301730	5w
2020663282	5w
2018504431	15w
2021444228	15w
2009426204	15w
2022913685	30-50w
3000645140	100w
3000664670	30-50w
2020209732	15w
2017453399	15w
3000579337	15w
3000678267	15w
3000058314	30-50w
2003869347	30-50w
3000602939	15w
3000618556	30-50w
2020499618	30-50w
2023004109	15w
2020106466	15w
2003872936	15w
2002819392	30-50w
3000550601	15w
3000654092	30-50w
2019114612	15w
2017808492	30-50w
2008825574	30-50w
1000518806	15w
3000648031	100w
2024034028	30-50w
3000639259	100w
3000654493	15w
3000647707	30-50w
3000614023	100w
2023789132	30-50w
3000333449	15w
2023736984	15w
2022912120	15w
2021797318	15w
2018114501	15w
3000358921	15w
2017754321	30-50w
3000064501	15w
3000539705	15w
2017573186	15w
2017014952	15w
3000653010	100w
2012433290	15w
3000623179	100w
2002889304	30-50w
2017437285	15w
2010383538	15w
3000614891	15w
3000676240	30-50w
3000633409	30-50w
3000656357	30-50w
2001147339	30-50w
3000599001	15w
2017813408	5w
2003460187	30-50w
1000489504	5w
2000660467	5w
3000331486	15w
2020838508	5w
3000402543	15w
2018740297	15w
3000636648	30-50w
3000256137	100w
2022662593	15w
2022016119	5w
2002917318	15w
2023874908	15w
2015365123	30-50w
2022569405	5w
3000060449	15w
3000238725	15w
2023517513	15w
2018310713	15w
3000047513	15w
2016806985	30-50w
3000421752	15w
2015946524	30-50w
1000236855	15w
3000617127	100w
2020811621	5w
2016438835	15w
3000627221	15w
1000210067	30-50w
2003616120	30-50w
2023394344	30-50w
2011127965	100w
2017365008	30-50w
2021074102	15w
2023979882	15w
3000645315	15w
2020581004	100w
2023578604	30-50w
2012342238	15w
1000511374	15w
2022444912	15w
2021209511	15w
3000630016	15w
1000487145	100w
2022592545	30-50w
2021339842	15w
3000623227	15w
2018585286	15w
3000411653	30-50w
3000577675	100w
2018173512	15w
2021033982	5w
2015624145	15w
2020947646	1-10w
3000643918	30-50w
3000592797	15w
2024199187	300w
3000580099	30-50w
1000543655	15w
3000629150	15w
2002870207	15w
3000656358	100w
2023104278	15w
3000323163	15w
2009638867	15w
2021143970	15w
2011528853	30-50w
3000662505	100w
2002185348	15w
3000682361	15w
2022627917	15w
2023717932	30-50w
3000618638	15w
2019479853	15w
3000640230	15w
2013474094	15w
2016924341	5w
3000365825	15w
3000684040	200w
2022392325	15w
3000571403	15w
3000580383	100w
2021497908	200w
3000656296	30-50w
2022492080	15w
3000617172	15w
2022754781	15w
3000603699	15w
3000574809	15w
3000627549	15w
3000648091	15w
2023327850	30-50w
3000584531	100w
2019550860	15w
3000606912	15w
2022390547	15w
3000662812	30-50w
2022280065	100w
2000706960	30-50w
2021531781	15w
3000548908	15w
3000630701	15w
2016392761	15w
2006977937	30-50w
2019957187	5w
3000632991	100w
2023386894	100w
2022114209	15w
2016490867	15w
2017524460	30-50w
2023703269	15w
2019995751	30-50w
3000362862	15w
2023851492	15w
2019858798	15w
3000653419	15w
3000642342	15w
2012603824	15w
2011160928	5w
3000684894	15w
2022457932	15w
2023507018	15w
3000612440	15w
2023494626	30-50w
2014718919	15w
3000503675	100w
3000656145	15w
2021743301	30-50w
2012068340	15w
2019025117	15w
3000631046	30-50w
3000719356	100w
2017661138	15w
2010084142	15w
3000656654	15w
2014004232	15w
2014045638	100w
2021723797	15w
2018786165	100w
3000682922	100w
3000590796	100w
3000680456	15w
3000680142	15w
3000678195	15w
3000672593	30-50w
2020070365	100w
2005964351	15w
3000623751	15w
3000596714	30-50w
3000613595	30-50w
2021350322	15w
2015601374	30-50w
3000488783	15w
3000629606	15w
2024014160	30-50w
3000655178	30-50w
2016446487	100w
3000602098	30-50w
3000698826	30-50w
2019779150	15w
2016483949	30-50w
2013917445	15w
3000625793	15w
2021167214	15w
2020633341	30-50w
2000662593	100w
2023563031	300w
1000204663	15w
2019497656	15w
2020798421	15w
2022334995	15w
2022338419	200w
2011194469	100w
3000543346	100w
2023826774	100w
2021019743	15w
2023631547	5w
2001277448	15w
2007714149	30-50w
2019277945	15w
2018108128	15w
3000658564	15w
2022386773	15w
3000682307	30-50w
3000607135	30-50w
2010526350	15w
1000172857	30-50w
2022527937	30-50w
3000647606	30-50w
2012162635	15w
1000185069	15w
1000217182	15w
2018495784	30-50w
2006281818	30-50w
3000657613	30-50w
3000638159	30-50w
2004597290	15w
2022265033	15w
2021181806	15w
2000557004	15w
2020655117	3w
3000463802	15w
2016777455	15w
2022438880	15w
3000612353	15w
2019709206	30-50w
3000139327	30-50w
2022055062	15w
2021994386	30-50w
2002771715	15w
3000423626	15w
3000572549	15w
2017745035	5w
2000470938	300w
3000664179	15w
3000658582	100w
3000643663	200w
2018942773	15w
3000623074	15w
2021152824	15w
3000648198	100w
2021028352	15w
3000525765	30-50w
1000233048	15w
3000537127	15w
2022603773	30-50w
1000561637	15w
1000179124	15w
2022397959	15w
2017916611	15w
2022512662	15w
2021845550	200w
2022220444	100w
3000600176	100w
2021598644	200w
1000166439	200w
2011858797	30-50w
2007753042	15w
3000611421	100w
1000476124	30-50w
3000652164	15w
2023295164	15w
3000644672	15w
2016160553	100w
2019749757	15w
1000232774	15w
2021553032	15w
2011347286	15w
3000663096	15w
3000623078	15w
3000593638	30-50w
2002909018	30-50w
2007218363	35w
2021600757	200w
3000593618	15w
2019547833	15w
3000659594	30-50w
1000232065	30-50w
1000241566	5w
2022468672	30-50w
3000683072	15w
2015758837	15w
2019426574	5w
2018683369	15w
3000670378	30-50w
2021113293	30-50w
2002594410	15w
3000610643	15w
2023161340	15w
2021662880	15w
2023014382	15w
3000590867	15w
3000643359	15w
3000614259	30-50w
3000676725	15w
3000614050	30-50w
3000684131	100w
3000612882	15w
3000654319	100w
3000579150	30-50w
3000679151	15w
1000295939	30-50w
3000496802	15w
2021841182	15w
3000039148	100w
1000486648	30-50w
3000102147	15w
2020335208	25w
2019495719	5w
2022632490	15w
2024449031	15w
1000573755	25w
2017223707	30-50w
2018684172	15w
3000021720	15w
2023066232	15w
2019422226	100w
3000308146	30-50w
2014408567	15w
2019969881	15w
2019208953	15w
2003064923	30-50w
2022605998	15w
3000497837	15w
3000619886	30-50w
2022430004	100w
3000656691	30-50w
3000356553	15w
2020208428	15w
2021473432	30-50w
3000534840	15w
3000566626	15w
2021798563	1-10w
1000343525	15w
2023736574	15w
2022824954	15w
2000952456	15w
2017227859	15w
3000654028	100w
1000302429	30-50w
3000406325	15w
2000771855	15w
2001093691	15w
3000561316	30-50w
3000114054	15w
3000533986	15w
2019185817	15w
2013796988	15w
2016774239	15w
2021492614	15w
2007570534	15w
2020643324	30-50w
2023210811	15w
2021682816	15w
2023639122	15w
2020824679	15w
3000325966	15w
2020184088	15w
3000271628	300w
2019864982	100w
2023777141	1-10w
2003639201	30-50w
3000577606	15w
3000650042	30-50w
3000211230	15w
2001047030	30-50w
2018866497	100w
2008216331	5w
2018562223	100w
3000607458	30-50w
2023783086	15w
2013570027	100w
2002272856	15w
3000682089	15w
3000302207	15w
3000326193	15w
2010960350	30-50w
3000653523	15w
3000682330	15w
3000662677	30-50w
2011523493	15w
2017080272	15w
3000667778	15w
3000618443	30-50w
2008974697	15w
2003913059	100w
2017522244	15w
3000523177	15w
2013493753	15w
2005558882	15w
1000285080	30-50w
3000625203	30-50w
2019283171	30-50w
2023935853	15w
2016750467	15w
2021973589	1-10w
2002401032	30-50w
2006220739	30-50w
3000641941	15w
2021920557	30-50w
3000623195	15w
2022513346	15w
3000608199	100w
2020488810	15w
2011394903	30-50w
3000564634	15w
3000613083	15w
2021954392	30-50w
2023838094	15w
3000614106	15w
2010928124	30-50w
2021659946	100w
2020167551	15w
3000667786	15w
2004064120	15w
2018637586	30-50w
2018835533	100w
2021623272	30-50w
2000219995	15w
2001784724	15w
2012882659	15w
3000654672	15w
2018632310	5w
3000085742	15w
2007744780	30-50w
2024493595	30-50w
2019656696	100w
3000590526	15w
2019663492	25w
2005554780	200w
2023222534	15w
2017807177	15w
2007903513	100w
3000402274	30-50w
2022352687	15w
2023013563	30-50w
2017541470	5w
2023093952	15w
2016588465	30-50w
2017635942	100w
3000612716	30-50w
2013928251	30-50w
3000357323	15w
3000656289	15w
3000646816	15w
3000616365	30-50w
2022942102	100w
3000609699	200w
3000640097	30-50w
2020705212	5w
2015222880	15w
1000073661	15w
3000603710	30-50w
3000452271	15w
2021500463	15w
2020974849	15w
2016720228	15w
2003594429	30-50w
2023013078	15w
1000573551	30-50w
3000605771	15w
1000304842	15w
3000582777	15w
2012265678	15w
3000598613	15w
2013544390	15w
2015610444	30-50w
1000224683	15w
2022972725	100w
3000634370	15w
2020512311	15w
3000640534	15w
3000597898	15w
3000637877	30-50w
2022386935	15w
3000520516	15w
2021879201	15w
2017657208	15w
1000515543	5w
2013047892	15w
3000683460	30-50w
3000674458	30-50w
2017646979	15w
2022549910	15w
3000536410	15w
2021983766	15w
2021843085	30-50w
3000092751	15w
3000625961	15w
3000670518	15w
2022576931	100w
2022217548	15w
2017705971	15w
1000195397	30-50w
3000103610	15w
3000685794	15w
2019877568	100w
2015281306	1-10w
2023536747	15w
2021174531	1w
2022772163	100w
2006240993	30-50w
1000256441	5w
2019656270	30-50w
2023073923	30-50w
2021715001	100w
2019633638	30-50w
1000483454	15w
2019854569	1-10w
2024473751	15w
2014894440	15w
2019695465	15w
2019365204	5w
3000624089	30-50w
2021625636	30-50w
2016022266	5w
2017809651	100w
2023089198	15w
3000460468	15w
3000619157	30-50w
2022159900	15w
2002907463	15w
2008872681	30-50w
2017177815	30-50w
2015868830	15w
2019323025	25w
2024488148	100w
2023077533	25w
2023952829	15w
2021900294	1-10w
2005039780	30-50w
2007531140	5w
3000587457	30-50w
3000666887	200w
2018688521	15w
3000602311	15w
3000497526	30-50w
2023701325	15w
2021702829	30-50w
2019667769	30-50w
1000379090	15w
2012297461	15w
3000621727	15w
2020027287	15w
2007050576	30-50w
2001826659	100w
3000626815	15w
2000459238	30-50w
3000614730	30-50w
2022463878	15w
3000551150	15w
3000574621	15w
2021242056	15w
1000318084	30-50w
2013046033	15w
2014985647	200w
1000282852	15w
2023030056	5w
